Temp pH Cond Ca Mg Na K AlkAcid SO4_IC Cl NO2NO3N Tot.N_ps TotP AbsF420nm TOC Si
3.7 7.02 20.8 1.177 0.287 0.614 0.103 1.179 0.198 0.618 9 926 51 0.381 20.3 4.15
2.7 6.93 6.32 0.341 0.102 0.154 0.021 0.191 0.164 0.133 23 433 15 0.129 13.4 0.55
2.7 7.2 8.36 0.53 0.11 0.162 0.026 0.323 0.214 0.201 56 386 25 0.158 11.9 0.54
3.2 6.99 7.19 0.391 0.113 0.164 0.027 0.261 0.189 0.165 58 517 20 0.071 8.6 2.17
2.8 7.01 6.29 0.566 0.049 0.078 0.009 0.414 0.039 0.062 36 425 10 0.435 19.8 1.65
7.9 7.27 9.67 0.58 0.097 0.29 0.018 0.434 0.06 0.303 117 550 23 0.556 19.5 0.61
7.4 4.52 5.37 0.087 0.065 0.2 0.019 -0.085 0.072 0.224 67 720 16 0.752 28.6 0.94
7.9 7.35 8.09 0.437 0.111 0.22 0.022 0.329 0.116 0.236 58 481 19 0.136 10.7 0.65
8.2 6.96 7.03 0.292 0.111 0.215 0.022 0.211 0.121 0.222 37 445 19 0.185 10.1 0.65
8.4 6.93 7.58 0.411 0.088 0.22 0.022 0.279 0.1 0.245 118 408 23 0.393 23.4 1.46
7.9 6.98 6.6 0.258 0.121 0.213 0.027 0.175 0.126 0.209 82 506 24 0.228 12.4 0.72
8.1 7 7.07 0.262 0.105 0.189 0.061 0.22 0.116 0.249 100 559 21 0.079 7.4 0.25
7.7 6.71 6.74 0.455 0.077 0.151 0.02 0.289 0.07 0.158 88 476 25 0.601 21.4 0.92
7.4 6.16 5.91 0.223 0.098 0.228 0.028 0.044 0.087 0.234 190 707 55 0.779 27.9 0.98
7.8 6.99 6.99 0.328 0.099 0.214 0.022 0.206 0.112 0.224 106 376 13 0.312 13.6 0.75
8.5 7.08 6.78 0.318 0.076 0.226 0.014 0.204 0.094 0.246 117 341 8 0.137 8.7 0.29
7.8 7.15 7.13 0.324 0.109 0.199 0.033 0.276 0.093 0.224 94 446 25 0.158 9.9 0.23
7.6 5.28 4.12 0.116 0.059 0.152 0.019 -0.013 0.069 0.16 79 476 30 0.633 21.3 0.76
7.3 6.96 9.69 0.542 0.079 0.332 0.017 0.379 0.078 0.359 82 332 13 0.48 18.4 0.73
7.8 7.05 7.13 0.287 0.127 0.227 0.035 0.209 0.121 0.236 110 504 20 0.223 10.8 1.22
7.5 7.28 7.77 0.363 0.145 0.194 0.033 0.34 0.126 0.196 69 400 10 0.095 9 0.65
7.5 7.01 5.03 0.315 0.07 0.118 0.015 0.21 0.045 0.129 38 459 19 0.556 16.9 0.54
8.2 6.73 5.75 0.188 0.092 0.189 0.028 0.111 0.135 0.21 22 239 11 0.07 6.6 0.16
8 6.84 6.51 0.375 0.085 0.187 0.021 0.206 0.087 0.2 129 389 31 0.543 20.6 0.58
8 7.09 6.62 0.253 0.11 0.228 0.026 0.158 0.142 0.228 79 518 12 0.095 9.9 0.32
5.6 6.46 3.88 0.122 0.073 0.152 0.009 0.053 0.089 0.126 22 373 18 0.344 11.6 1.27
5.2 6.89 10.6 0.456 0.095 0.456 0.019 0.32 0.11 0.404 20 408 15 0.262 13.3 1.16
6.3 7.27 6.53 0.511 0.074 0.137 0.015 0.355 0.055 0.118 40 492 16 0.58 21.7 1.41
7.5 5.22 3.63 0.098 0.054 0.145 0.015 -0.019 0.031 0.168 68 510 36 0.606 22.3 0.98
7.7 6.99 7.51 0.436 0.099 0.175 0.03 0.333 0.078 0.194 237 512 22 0.456 15.6 0.42
7.2 7.17 6.45 0.25 0.129 0.194 0.049 0.216 0.129 0.169 115 356 18 0.163 12 0.3
7.3 7.52 10.8 0.756 0.133 0.198 0.046 0.782 0.055 0.171 38 519 28 0.212 13.4 0.38
7.4 6.61 6.77 0.401 0.072 0.17 0.022 0.246 0.072 0.21 107 490 14 0.51 18.1 0.58
5.9 6.82 6.97 0.336 0.15 0.197 0.039 0.36 0.082 0.146 58 614 24 0.652 16.8 2.96
7.4 7.14 7.42 0.371 0.106 0.221 0.028 0.272 0.119 0.221 78 536 19 0.267 14.3 0.52
7.4 6.19 3.57 0.169 0.096 0.101 0.012 0.069 0.019 0.097 27 649 35 0.868 27.7 0.6
7.7 6.91 6.1 0.353 0.069 0.168 0.021 0.246 0.072 0.163 33 394 14 0.447 16.5 0.52
7.8 6.61 4.67 0.152 0.074 0.152 0.021 0.094 0.094 0.171 25 232 13 0.14 8.5 0.22
7 7.16 12.1 0.515 0.324 0.297 0.064 0.709 0.237 0.203 35 453 17 0.056 4.2 4.22
7.1 5.46 4.72 0.158 0.073 0.185 0.028 -0.006 0.055 0.179 108 666 27 0.785 28.4 0.75
7.3 7.41 12 0.477 0.241 0.367 0.071 0.438 0.217 0.373 15 360 9 0.034 7.2 0.32
7.7 7.34 7.96 0.571 0.054 0.145 0.01 0.495 0.095 0.139 25 186 6 0.054 6.7 0.13
5.8 7 9.36 0.417 0.213 0.265 0.034 0.342 0.177 0.248 240 833 31 0.265 11.3 2.52
6.9 6.9 5.67 0.385 0.06 0.143 0.013 0.219 0.071 0.146 92 364 12 0.401 18.1 0.52
6.6 7.27 9.63 0.457 0.214 0.255 0.039 0.358 0.199 0.24 259 681 30 0.256 13.1 2.42
7.1 7.21 6.93 0.499 0.064 0.134 0.011 0.402 0.095 0.115 82 336 11 0.173 11 0.21
7.4 7.03 5.97 0.409 0.053 0.135 0.011 0.283 0.068 0.14 47 319 9 0.276 12.9 0.48
7.7 7.23 6.94 0.49 0.055 0.137 0.008 0.395 0.064 0.134 28 333 9 0.217 11.3 0.24
7.2 5.48 4.16 0.151 0.059 0.161 0.01 0.003 0.067 0.154 38 374 15 0.56 21.8 0.56
6.7 6.63 4.59 0.183 0.101 0.154 0.022 0.092 0.062 0.16 77 492 20 0.402 17.3 0.41
6.9 7.08 6.94 0.41 0.114 0.168 0.023 0.34 0.109 0.125 91 410 12 0.228 14.9 2.76
5.8 7.08 11.2 0.489 0.267 0.316 0.042 0.437 0.249 0.28 111 601 16 0.18 10.6 2.96
5.6 6.94 6.18 0.257 0.122 0.172 0.037 0.224 0.117 0.179 7 438 23 0.104 9.2 0.16
5.3 7.54 17.2 0.606 0.209 0.798 0.056 0.643 0.414 0.504 81 568 24 0.051 9.3 0.17
7.6 6.91 5.33 0.27 0.088 0.146 0.02 0.19 0.083 0.138 86 407 20 0.326 13.4 0.67
7.6 7.31 6.73 0.433 0.065 0.147 0.015 0.347 0.085 0.147 41 245 11 0.118 9.2 0.33
7.5 7.03 6.26 0.288 0.104 0.183 0.023 0.159 0.177 0.135 58 738 15 0.166 12.3 1.21
6.6 7.34 7.62 0.391 0.128 0.199 0.026 0.292 0.175 0.171 8 273 6 0.05 9 0.93
5.2 7.02 5.32 0.184 0.108 0.181 0.023 0.162 0.132 0.141 8 336 10 0.045 7.1 0.61
7.3 6.87 5.96 0.401 0.07 0.148 0.013 0.254 0.061 0.149 45 295 12 0.433 18.2 0.56
7.6 7.2 7.16 0.437 0.088 0.17 0.02 0.362 0.091 0.155 73 294 12 0.232 11.4 0.24
7.3 6.93 9.9 0.542 0.182 0.197 0.059 0.434 0.225 0.184 280 724 26 0.343 14.1 1.41
5.8 7.14 5.5 0.238 0.13 0.149 0.018 0.203 0.11 0.139 22 317 12 0.092 8.4 1.55
7.2 7.3 9.83 0.469 0.175 0.263 0.038 0.335 0.253 0.263 24 415 7 0.027 7.5 0.35
5.6 7.03 6.96 0.405 0.1 0.206 0.012 0.402 0.034 0.176 22 458 16 0.417 12.5 1.75
8.2 7.39 10.4 0.536 0.161 0.288 0.023 0.496 0.147 0.288 100 373 11 0.097 8.1 0.43
6.4 6.65 4.77 0.265 0.072 0.139 0.02 0.141 0.077 0.095 24 892 19 0.502 22 2.71
7.2 7.43 8.6 0.726 0.059 0.14 0.013 0.572 0.051 0.146 84 386 15 0.455 17.2 0.4
7.4 7.14 6.94 0.392 0.097 0.161 0.028 0.321 0.109 0.163 16 584 8 0.042 6.1 0.28
4.6 7.55 19 1.296 0.292 0.317 0.09 1.102 0.378 0.344 25 794 35 0.081 13.8 3.3
6.8 7.07 10 0.467 0.187 0.291 0.034 0.392 0.217 0.234 234 908 14 0.184 8.8 3.44
4.6 7.25 14.3 0.834 0.242 0.326 0.048 0.698 0.251 0.325 183 659 21 0.143 12.7 1.97
6.7 6.95 5.77 0.245 0.126 0.169 0.011 0.137 0.16 0.151 17 419 11 0.088 9.8 0.85
6.9 6.08 4.4 0.178 0.065 0.154 0.012 0.058 0.097 0.148 20 404 20 0.348 13.9 0.47
7.7 7.36 9.23 0.471 0.146 0.252 0.026 0.399 0.166 0.251 14 615 16 0.028 4.6 0.55
6.9 6.87 5.78 0.293 0.105 0.172 0.024 0.237 0.057 0.153 35 502 23 0.491 17 1
4.3 7.57 18 0.738 0.219 0.746 0.047 0.859 0.09 0.71 17 295 38 0.042 5.3 0.1
6.5 7.19 7.04 0.424 0.122 0.156 0.025 0.339 0.133 0.107 54 777 18 0.27 12.5 1.1
7.3 7.19 5.94 0.335 0.092 0.137 0.019 0.301 0.068 0.137 27 314 15 0.1 8.7 0.61
6.4 7.06 6.24 0.406 0.087 0.162 0.018 0.279 0.088 0.109 53 796 18 0.448 16.9 2.38
5 7.14 16 0.614 0.253 0.575 0.073 0.34 0.171 0.695 1066 1643 130 0.242 12.6 0.59
8.1 6.42 4.22 0.124 0.078 0.174 0.022 0.069 0.065 0.157 32 336 14 0.264 17.3 2.14
7.3 7.49 18.5 1.006 0.329 0.381 0.105 1.103 0.284 0.41 75 415 137 0.044 5.9 0.46
7 7.32 11.5 0.59 0.177 0.32 0.034 0.513 0.189 0.295 33 443 15 0.291 8.6 1.64
7 6.97 6.16 0.211 0.201 0.161 0.013 0.22 0.166 0.153 31 309 8 0.032 4.7 0.33
5.5 7.33 10.5 0.627 0.146 0.262 0.041 0.456 0.173 0.253 239 822 33 0.289 15.4 2.4
6.2 7.36 9.73 0.572 0.145 0.246 0.034 0.422 0.158 0.227 176 666 42 0.248 14.5 1.56
7.2 7.44 9.18 0.558 0.131 0.177 0.032 0.4 0.241 0.171 19 395 7 0.034 6.7 0.1
5.7 6.64 6.41 0.282 0.151 0.181 0.015 0.101 0.164 0.2 35 347 27 0.299 17.7 1.06
5.7 7.41 9.88 0.59 0.141 0.247 0.036 0.445 0.172 0.224 131 619 40 0.225 14 0.74
7.4 7.92 26.3 1.663 0.627 0.436 0.089 1.832 0.511 0.391 37 456 203 0.031 6.3 2.91
5.8 7.27 9.38 0.502 0.219 0.198 0.03 0.519 0.164 0.176 7 403 30 0.103 8.5 0.15
8 7.36 8.21 0.472 0.101 0.209 0.023 0.361 0.116 0.25 20 337 14 0.094 15.8 0.66
4.9 7.68 14.7 1.001 0.169 0.302 0.04 0.831 0.258 0.26 105 541 37 0.103 10.4 0.73
7.4 6.51 8.83 0.336 0.18 0.253 0.116 0.217 0.119 0.339 45 862 84 0.618 30.5 1.88
8.2 7.13 11.4 0.388 0.131 0.487 0.053 0.337 0.121 0.563 33 371 13 0.067 13 0.57
5.645 7.58 12.9 0.84 0.172 0.252 0.035 0.677 0.273 0.267 30 507 14 0.036 7.5 0.72
8.2 7.31 10.5 0.578 0.127 0.271 0.034 0.45 0.164 0.301 192 435 15 0.115 18.3 1.48
4.3 7.68 17.7 1.313 0.177 0.306 0.043 1.04 0.376 0.276 392 517 30 0.084 10.2 1.72
6.8 7.79 17.1 1.44 0.139 0.197 0.03 1.111 0.416 0.175 32 587 15 0.049 9.5 1.76
4.7 7.28 20.4 1.826 0.163 0.196 0.046 1.618 0.303 0.184 24 550 28 0.113 11.6 2.77
7.1 6.65 3.9 0.313 0.032 0.069 0.012 0.192 0.036 0.068 19 496 22 0.288 23.4 0.18
7.6 7.24 6.27 0.454 0.05 0.112 0.012 0.436 0.056 0.087 15 260 12 0.067 15.1 0.21
7.3 6.13 9.87 0.274 0.146 0.492 0.025 0.085 0.12 0.446 47 805 64 0.724 23.8 4.03
7.8 6.79 9.68 0.332 0.138 0.382 0.036 0.135 0.19 0.387 78 898 18 0.307 16.6 0.61
8.4 7.19 9.48 0.504 0.116 0.276 0.027 0.322 0.189 0.242 159 900 16 0.265 16.1 0.64
7.4 5.51 4.35 0.118 0.067 0.168 0.018 0 0.126 0.145 33 468 15 0.378 13.1 1.45
7.9 6.95 8.49 0.285 0.133 0.321 0.041 0.188 0.175 0.285 38 985 34 0.117 10.9 0.14
7.6 6 5.97 0.207 0.089 0.225 0.017 0.077 0.13 0.168 24 1136 20 0.5 21.1 1.2
7.3 6.81 7.43 0.302 0.097 0.275 0.021 0.18 0.118 0.267 25 873 15 0.276 14.6 0.6
6.4 7.03 12 0.604 0.193 0.414 0.02 0.461 0.173 0.325 73 674 19 0.362 17.9 1.86
7.3 6.41 7.3 0.232 0.113 0.284 0.033 0.077 0.174 0.261 73 1012 26 0.381 17.7 0.56
7 6.17 5.81 0.226 0.115 0.216 0.022 0.065 0.125 0.16 84 817 26 0.811 25.9 3.09
7.1 6 11.7 0.263 0.173 0.593 0.026 0.049 0.227 0.561 42 736 16 0.382 17.4 1.28
7 5.1 4.59 0.121 0.068 0.197 0.026 -0.024 0.058 0.173 84 1180 67 1.133 34 2.74
7.9 6.98 7.28 0.415 0.086 0.195 0.023 0.281 0.133 0.176 83 399 20 0.392 14.8 1.04
7.5 5.83 6.1 0.212 0.092 0.227 0.026 0.02 0.178 0.161 133 1124 77 0.688 22.7 1.06
3.6 6.54 5.18 0.189 0.083 0.201 0.017 0.078 0.135 0.181 37 312 8 0.095 7.4 1.26
8.1 6.5 6.83 0.193 0.123 0.287 0.019 0.113 0.136 0.286 79 514 19 0.561 31.2 3.11
7.5 5.94 5.39 0.16 0.083 0.214 0.018 0.038 0.109 0.176 23 908 24 0.545 18.9 1.26
8.3 6.62 9.62 0.327 0.123 0.43 0.031 0.133 0.169 0.468 164 552 26 0.465 35.1 1.68
7.8 5.87 4.79 0.122 0.076 0.199 0.015 0.013 0.12 0.164 35 812 19 0.34 13 0.6
7.8 6.97 9.34 0.44 0.125 0.301 0.035 0.214 0.207 0.256 173 1037 23 0.435 19.4 0.49
1.4 6.47 6.23 0.244 0.091 0.217 0.016 0.073 0.155 0.235 48 312 6 0.181 11.3 1.83
7.3 6.18 5.29 0.38 0.068 0.154 0.012 0.09 0.035 0.147 73 1193 43 1.86 42.7 0.89
7.9 6.94 8.45 0.278 0.133 0.32 0.041 0.18 0.178 0.288 38 948 35 0.126 11.3 0.17
7.7 7.24 10.5 0.564 0.136 0.306 0.042 0.356 0.192 0.255 110 1029 31 0.568 21.2 0.65
7.5 6.76 6.6 0.335 0.09 0.214 0.012 0.154 0.126 0.197 106 484 22 0.548 19.3 0.81
6.6 6.45 8.94 0.197 0.129 0.465 0.033 0.086 0.111 0.416 35 737 28 0.271 16.1 1.7
8.3 6.47 7.09 0.253 0.112 0.264 0.035 0.085 0.139 0.293 115 525 27 0.423 39.9 1.23
7.2 6.23 2.43 0.069 0.036 0.08 0.021 0.058 0.025 0.091 37 547 20 0.072 6.7 0.23
6.2 6.57 9.37 0.313 0.172 0.356 0.052 0.086 0.254 0.338 96 602 36 0.398 19.7 0.36
7.4 5.35 5.01 0.116 0.075 0.211 0.019 -0.007 0.104 0.226 91 726 51 0.452 19.8 1.13
8.3 4.29 5.15 0.034 0.05 0.164 0.008 -0.095 0.064 0.176 66 435 21 0.612 36.3 0.52
6.3 6.32 7.43 0.253 0.142 0.293 0.019 0.169 0.124 0.253 32 984 28 0.566 20.9 4.13
6.6 6.75 8.9 0.41 0.131 0.304 0.058 0.132 0.175 0.34 211 799 74 0.787 58.2 2.85
7.4 5.82 4.43 0.098 0.087 0.224 0.013 0.042 0.027 0.219 27 436 23 0.824 39.1 1.96
5.6 5.59 7.48 0.315 0.146 0.268 0.007 0.005 0.169 0.246 75 973 50 1.205 43.4 3.46
7.4 5.92 7.3 0.194 0.09 0.369 0.018 0.04 0.052 0.43 86 630 15 0.549 51.8 1.72
7.9 4.05 6.14 0.061 0.046 0.121 0.007 -0.245 0.026 0.102 34 1120 24 1.33 47.6 0.28
7.7 5.03 3.78 0.042 0.047 0.189 0.008 -0.015 0.041 0.205 126 425 34 0.291 33.6 1.21
8.3 4.31 4.14 0.026 0.034 0.115 0.007 -0.088 0.039 0.131 24 317 18 0.436 33.7 0.16
6 6.57 8.39 0.373 0.175 0.284 0.048 0.172 0.091 0.303 47 992 26 0.68 32.6 1.42
6 6.83 8.14 0.288 0.159 0.314 0.035 0.144 0.127 0.33 77 679 28 0.315 18.2 0.39
5 4.28 4.09 0.029 0.042 0.11 0.013 -0.128 0.023 0.096 19 478 24 0.657 28.8 0.25
7.4 6.57 7.83 0.372 0.121 0.261 0.042 0.109 0.13 0.272 235 833 43 0.778 30.8 1.29
8.1 4.97 5.31 0.108 0.091 0.221 0.018 -0.036 0.06 0.236 39 662 25 0.907 33.3 1.14
6.5 5.94 5.09 0.133 0.117 0.204 0.023 0.017 0.147 0.176 80 442 30 0.458 16 0.84
7.6 6.8 8.15 0.261 0.158 0.274 0.049 0.116 0.221 0.28 79 487 19 0.176 14.2 0.27
7.6 6.04 3.39 0.163 0.044 0.117 0.006 0.045 0.024 0.137 35 461 24 0.591 18 0.14
7.3 6.33 7.53 0.308 0.128 0.274 0.032 0.058 0.18 0.275 152 885 46 0.718 58.1 2.15
7.5 4.53 4.79 0.064 0.055 0.193 0.01 -0.083 0.047 0.193 52 556 17 0.802 29.1 0.63
6.4 5.24 9.63 0.192 0.137 0.518 0.021 -0.021 0.153 0.467 78 567 62 1.01 30.8 3.88
7.6 6.8 7.73 0.311 0.131 0.268 0.041 0.142 0.145 0.283 253 809 44 0.533 20.8 0.92
7.8 4.76 6.26 0.111 0.085 0.28 0.018 -0.054 0.076 0.304 124 780 22 0.853 29.9 0.78
7.8 4.85 3.53 0.052 0.051 0.149 0.007 -0.03 0.034 0.175 118 452 34 0.701 17.1 0.34
7.1 5.98 6.37 0.192 0.115 0.243 0.038 0.045 0.097 0.244 35 857 31 0.664 27.9 1.48
7.4 4.59 3.75 0.037 0.046 0.142 0.005 -0.071 0.021 0.137 103 602 12 0.949 27.1 0.36
7.2 5.39 5.87 0.243 0.086 0.232 0.018 -0.01 0.06 0.218 29 862 39 1.323 45.1 2.11
7.4 5.87 6.32 0.106 0.068 0.351 0.024 0.022 0.074 0.37 22 470 12 0.251 13.4 1.17
7.3 6.49 5.99 0.288 0.086 0.197 0.024 0.114 0.108 0.198 132 648 37 0.463 47.7 1.64
7.6 6.57 7.14 0.544 0.106 0.181 0.027 0.318 0.035 0.173 23 664 21 1.354 61.4 2.3
7.2 6.9 6.83 0.276 0.087 0.255 0.022 0.134 0.131 0.217 126 852 30 0.278 13.5 0.95
7.8 7.02 8.82 0.272 0.133 0.353 0.045 0.183 0.174 0.339 120 581 33 0.233 12.9 0.18
6.7 6.67 5.96 0.205 0.083 0.246 0.026 0.125 0.107 0.213 94 488 19 0.339 12 1.76
6.4 5.41 2.99 0.071 0.055 0.134 0.008 -0.001 0.049 0.111 34 497 33 0.782 22.3 2.76
7.6 4.95 5.55 0.134 0.087 0.243 0.024 -0.048 0.051 0.253 36 781 45 1.443 42.4 1.05
7.6 4.05 8.31 0.097 0.074 0.267 0.027 -0.29 0.024 0.25 64 1368 138 1.791 61.2 0.37
7.3 6.38 7 0.15 0.076 0.303 0.036 0.05 0.145 0.328 35 982 21 0.083 7.1 0.52
7.1 6.48 5.61 0.274 0.08 0.19 0.024 0.08 0.104 0.189 100 590 27 0.637 45.1 1.63
7.2 4.84 6 0.266 0.107 0.191 0.018 -0.099 0.068 0.171 76 1359 38 1.694 58.9 1.52
6.2 5.73 4.34 0.096 0.078 0.169 0.025 0.02 0.133 0.148 27 271 18 0.378 10.6 3.09
7.4 5.39 4.15 0.091 0.07 0.191 0.016 -0.006 0.037 0.182 71 545 14 0.803 28.4 0.76
7.7 4.71 4.64 0.067 0.064 0.194 0.01 -0.052 0.06 0.205 102 568 26 0.837 26.4 0.63
7.4 6.08 4.66 0.146 0.092 0.161 0.032 0.091 0.085 0.16 13 383 26 0.33 33.2 1.04
7.5 7.27 18 0.531 0.206 0.807 0.084 0.484 0.244 0.777 146 1206 73 0.138 11.7 0.28
7.9 4.68 5.06 0.072 0.068 0.218 0.009 -0.053 0.048 0.238 116 589 19 0.807 23.2 0.79
7.9 7.43 30.8 0.69 0.248 1.586 0.172 0.801 0.5 1.447 600 1658 137 0.049 8 0.1
6 7.11 6.01 0.404 0.068 0.144 0.014 0.272 0.082 0.119 51 375 21 0.425 15.6 0.83
7.5 5.06 4.38 0.115 0.073 0.174 0.013 -0.028 0.063 0.175 91 675 33 0.887 24.6 1.13
7.6 6.18 6.49 0.166 0.102 0.29 0.018 0.037 0.147 0.272 104 662 19 0.33 15.2 0.51
7.1 5.36 5.02 0.137 0.087 0.201 0.022 0.002 0.14 0.147 23 584 24 0.79 21.8 1.39
8.1 7.13 7.19 0.341 0.082 0.237 0.013 0.242 0.092 0.262 84 525 18 0.164 10.4 0.49
7.9 6.97 7.04 0.249 0.115 0.248 0.025 0.17 0.167 0.25 19 319 25 0.106 9.4 0.2
7.8 6.72 6 0.205 0.107 0.211 0.024 0.118 0.142 0.193 36 421 15 0.18 11.4 0.72
7.6 6.86 7.33 0.26 0.136 0.251 0.022 0.153 0.2 0.224 22 405 19 0.123 11.4 0.13
7.7 6.31 5.05 0.121 0.085 0.212 0.011 0.04 0.127 0.203 30 345 11 0.079 7.9 0.17
5.8 6.06 5.26 0.198 0.134 0.169 0.015 0.055 0.154 0.128 47 438 23 0.602 22.3 3.12
6.1 5.03 2.95 0.059 0.045 0.122 0.009 -0.027 0.049 0.097 47 406 36 0.775 20.1 2.15
6.6 4.7 3.71 0.058 0.051 0.14 0.017 -0.058 0.072 0.107 38 353 38 0.828 23.8 3.31
7.5 7.04 10.8 0.354 0.148 0.436 0.037 0.218 0.198 0.459 99 609 12 0.14 13.7 0.35
7.9 6.76 7.71 0.229 0.135 0.289 0.038 0.134 0.146 0.302 204 626 30 0.236 13.8 0.83
7.2 6.16 6.89 0.246 0.125 0.278 0.022 0.055 0.102 0.263 33 846 14 0.809 30.2 1.63
7.8 7.03 6.43 0.25 0.118 0.212 0.028 0.157 0.136 0.214 39 308 26 0.15 10.8 1.08
7.6 6.65 7.15 0.252 0.197 0.205 0.025 0.221 0.157 0.22 17 373 14 0.207 8.3 0.7
7.8 6.74 7.41 0.222 0.203 0.231 0.033 0.191 0.17 0.253 27 504 31 0.239 11.2 0.89
7.9 6.92 6.84 0.437 0.083 0.213 0.02 0.261 0.09 0.166 65 509 25 0.751 44.7 2.19
7.6 7.25 9.63 0.806 0.088 0.17 0.027 0.604 0.078 0.164 37 612 30 0.826 26.3 1.65
5.5 6.21 5.5 0.274 0.113 0.2 0.015 0.062 0.074 0.141 29 1197 42 0.982 34.9 2.77
7.4 6.87 7.12 0.321 0.082 0.271 0.029 0.138 0.099 0.301 115 533 28 0.476 19.1 1.41
5.5 6.48 6.1 0.268 0.154 0.197 0.019 0.172 0.135 0.111 25 1049 27 0.604 24.5 2.49
5.8 5.19 2.18 0.042 0.029 0.062 0.009 -0.016 0.021 0.064 38 832 21 0.714 18.1 0.81
5.8 7.45 7.9 0.523 0.087 0.157 0.013 0.475 0.108 0.131 19 257 11 0.065 9.2 0.51
6.1 5.46 3.57 0.069 0.049 0.145 0.015 0 0.133 0.122 18 240 6 0.023 3.6 0.19
6.3 5.85 5.23 0.175 0.132 0.193 0.018 0.033 0.094 0.143 17 1107 27 0.977 32 1.98
5.7 5.01 3.53 0.096 0.052 0.128 0.014 -0.026 0.067 0.113 16 484 27 0.72 21.3 2.04
4.3 4.39 5.38 0.103 0.077 0.167 0.007 -0.158 0.069 0.134 21 660 28 1.285 42.6 3.67
6.7 6.23 4.61 0.127 0.125 0.168 0.017 0.074 0.106 0.123 27 872 16 0.352 15 1.82
7.8 6.8 5.89 0.327 0.089 0.179 0.022 0.182 0.08 0.168 90 435 20 0.588 21.4 1.73
5.2 4.38 12 0.144 0.093 0.649 0.01 -0.124 0.031 0.776 17 625 36 1.2 30.3 2.69
4.9 7.25 13.4 0.243 0.098 0.588 0.302 0.332 0.556 0.212 50 462 38 0.461 17.2 1.24
5.9 4.8 3.74 0.078 0.073 0.133 0.008 -0.049 0.051 0.115 16 541 22 0.926 27.6 1.6
6.3 6.25 4.93 0.198 0.111 0.153 0.016 0.092 0.103 0.124 12 934 21 0.49 19.6 1.75
5.9 6.87 7.48 0.28 0.135 0.285 0.013 0.238 0.101 0.251 8 751 14 0.192 12.1 0.9
7.3 6.21 4.75 0.17 0.079 0.162 0.022 0.046 0.106 0.158 40 527 30 0.437 16.6 0.36
5.2 6.46 5.58 0.214 0.156 0.17 0.024 0.157 0.091 0.14 57 779 22 0.57 22.3 3.6
6.2 5.94 3.86 0.101 0.093 0.141 0.012 0.036 0.101 0.119 18 534 13 0.259 11.4 1.58
7.5 4.98 3.37 0.076 0.046 0.13 0.006 -0.025 0.07 0.127 39 496 43 0.581 17.8 0.81
6.9 6.92 9.09 0.279 0.145 0.443 0.038 0.194 0.112 0.397 159 672 69 0.605 24.1 0.71
6 5.71 4.02 0.133 0.084 0.149 0.02 0.018 0.076 0.126 14 418 21 0.633 22.3 2.8
7.4 6.99 5.98 0.372 0.07 0.145 0.015 0.243 0.091 0.134 82 602 22 0.383 15.9 0.42
7.2 6.42 5.37 0.264 0.084 0.168 0.016 0.121 0.094 0.155 46 506 19 0.433 19.6 0.7
5.3 7.15 5.33 0.373 0.069 0.14 0.017 0.209 0.066 0.11 53 531 29 0.759 26.5 2.33
5.8 6.05 4.11 0.147 0.08 0.159 0.016 0.048 0.063 0.138 25 682 18 0.551 20.8 2.22
8.6 6.61 4.24 0.107 0.084 0.152 0.011 0.042 0.144 0.144 21 190 7 0.027 4.5 0.19
6.8 6.83 11.5 0.35 0.133 0.507 0.056 0.152 0.15 0.579 576 1185 55 0.483 19.8 0.66
5.2 8.59 5.93 0.543 0.053 0.118 0.011 0.376 0.031 0.098 126 537 26 0.695 23 2.33
6 5.48 4.19 0.146 0.081 0.152 0.01 0.012 0.095 0.128 12 497 18 0.629 20.7 2.51
7.3 6.64 5.6 0.24 0.092 0.168 0.022 0.137 0.124 0.16 67 472 20 0.252 13.4 0.24
7.2 5.83 5.55 0.208 0.11 0.189 0.035 0.064 0.101 0.173 68 980 13 0.8 29 1.2
7.8 7.13 5.51 0.244 0.082 0.168 0.009 0.183 0.121 0.153 16 217 8 0.059 7.6 0.17
5.4 4.72 3.22 0.051 0.043 0.12 0.011 -0.041 0.042 0.123 46 394 26 0.579 18.1 2.15
6.2 7.11 6.49 0.547 0.061 0.126 0.01 0.347 0.067 0.107 21 421 16 0.549 22.3 1.05
8 7.12 6.44 0.375 0.076 0.187 0.018 0.259 0.074 0.175 91 438 16 0.335 16 1.49
6.8 7.37 9.94 0.771 0.129 0.227 0.03 0.514 0.111 0.183 130 1122 47 0.749 28.4 1.68
6.9 7.07 8.81 0.447 0.137 0.251 0.036 0.335 0.184 0.212 11 430 13 0.106 11.1 0.3
7.6 7.09 10.8 0.618 0.138 0.252 0.037 0.45 0.171 0.296 21 603 11 0.143 8.7 0.68
7.4 7.19 10.1 0.427 0.131 0.378 0.036 0.257 0.193 0.362 22 364 9 0.057 10.3 0.45
6.3 5.2 5.85 0.222 0.085 0.248 0.015 -0.03 0.073 0.224 34 778 26 1.079 38 2.56
7.3 5.59 5.27 0.177 0.102 0.187 0.021 0.01 0.149 0.156 104 551 16 0.557 21.3 2.5
6.3 6.86 7.51 0.286 0.112 0.297 0.027 0.189 0.123 0.284 91 380 23 0.283 12.4 0.8
